plasma1.fb,tep_fep.to_SDS_Fraction[1],i_iss.T,blanket.TBR,Doubling_Time,Self_Sufficiency_Time,Startup_Inventory
0.11244,0.57625,5.48064,1.19296,2862.0,91.0,1580.788541204333
0.11259,0.69807,6.74765,1.07351,8022.0,118.0,1556.952343459447
0.11312,0.79947,6.69368,1.09603,5720.0,109.0,1390.56303450614
0.11337,0.34852,8.5604,1.22674,2712.0,87.0,2137.553783863963
0.11359,0.82109,5.9341,1.16433,3163.0,95.0,1300.609032273975
0.11416,0.96825,10.42049,1.10787,4714.0,106.0,1125.590242363514
0.11449,0.38833,4.18786,1.09655,6204.0,110.0,1701.476617823071
0.11466,0.16587,8.02161,1.24354,2617.0,86.0,2329.948480367708
0.11494,0.7589,11.07849,1.1012,5663.0,108.0,1608.328493344521
0.11534,0.98041,5.0185,1.23511,2047.0,86.0,1022.7187569424821
0.11581,0.59984,11.12214,1.14273,4189.0,99.0,1913.505128003986
0.11616,0.5348,10.9675,1.16714,3625.0,95.0,2018.741496672997
0.11646,0.17296,5.97782,1.12943,4886.0,102.0,2085.95703152053
0.11691,0.5844,6.45308,1.11748,4895.0,104.0,1649.073472492373
0.1171,0.22756,9.18911,1.19134,3384.0,91.0,2375.0712889991455
0.1175,0.2794,7.56646,1.08925,7429.0,112.0,2157.971886844946
0.11799,0.24214,5.17079,1.11313,5455.0,105.0,1912.274138142514
0.1182,0.15961,5.34221,1.11901,5276.0,104.0,2009.8621804721204
0.11873,0.60506,5.00723,1.12493,4457.0,102.0,1523.705639907251
0.11905,0.58524,8.52791,1.16879,3392.0,94.0,1743.974036444851
0.11924,0.13724,10.02953,1.15241,4502.0,97.0,2619.8312021512124
0.11966,0.70434,11.35763,1.12746,4500.0,102.0,1696.219288199101
0.11998,0.25553,5.09589,1.16857,3502.0,94.0,1851.006820418222
0.12054,0.90182,7.43244,1.19796,2529.0,90.0,1179.980435614731
0.12088,0.73997,10.58005,1.22481,2411.0,87.0,1544.470192495598
0.12108,0.65514,4.85922,1.18693,2849.0,92.0,1427.092959716966
0.12152,0.49387,8.09301,1.15803,3712.0,96.0,1841.169037578039
0.12185,0.41305,8.71097,1.21184,2816.0,89.0,1985.3056640708542
0.12212,0.25264,4.94762,1.09307,6683.0,111.0,1862.259607604648
