plasma1.fb,tep_fep.to_SDS_Fraction[1],i_iss.T,blanket.TBR,Doubling_Time,Self_Sufficiency_Time,Startup_Inventory
0.09111,0.98003,4.2854,1.23349,2086.0,86.0,1042.50822858756
0.09128,0.56108,11.79298,1.16357,3947.0,96.0,2289.4156691116214
0.0913,0.42889,11.23118,1.16766,4061.0,96.0,2571.947005735814
0.09133,0.2827,10.45472,1.11988,6172.0,105.0,2847.0818393563436
0.09211,0.27887,10.42028,1.12074,6108.0,104.0,2835.6264112923905
0.09214,0.92533,9.51882,1.24578,2055.0,85.0,1201.684930349474
0.09216,0.19952,6.16798,1.08545,8404.0,115.0,2359.821507162159
0.09233,0.73575,9.0354,1.05537,,129.0,1724.249625968388
0.09252,0.75058,7.8396,1.11182,5150.0,106.0,1595.79767061157
0.09269,0.54717,10.26952,1.16826,3746.0,95.0,2169.086367259561
0.0927,0.21334,11.35618,1.16297,4597.0,97.0,3097.8241416760357
0.09274,0.26879,10.26722,1.16832,4224.0,95.0,2801.513162492009
0.09351,0.26496,10.23278,1.16918,4192.0,95.0,2790.4422405290784
0.09355,0.70978,9.64382,1.24953,2263.0,85.0,1711.39727114524
0.09356,0.21342,4.23048,1.08076,8420.0,117.0,2026.7499989877779
0.09373,0.5063,10.8396,1.19932,3206.0,91.0,2291.7840715925095
0.09392,0.52113,11.9646,1.14287,4639.0,100.0,2383.661678671893
0.09409,0.53327,8.33202,1.17295,3528.0,94.0,2006.5460788331663
0.09411,0.2022,11.48118,1.15828,4755.0,98.0,3115.726017798405
0.09414,0.25488,10.07972,1.21676,3205.0,89.0,2759.1090020010597
0.09492,0.25105,10.04528,1.21762,3184.0,89.0,2748.020197527921
0.09495,0.49423,9.76882,1.24484,2537.0,86.0,2182.6932672468147
0.09497,0.22733,5.70702,1.07607,9343.0,119.0,2222.4051309504216
0.09514,0.27684,6.7146,1.14599,4475.0,99.0,2256.859059462
0.09533,0.29167,7.9104,1.20245,3216.0,90.0,2369.9852573302187
0.0955,0.51936,6.39452,1.17764,3320.0,93.0,1838.451457288915
0.09551,0.41775,11.60618,1.1536,4455.0,98.0,2580.2733296427596
0.09555,0.24098,9.89222,1.23481,2932.0,87.0,2729.5289406432958
0.09633,0.23715,9.85778,1.23394,2937.0,87.0,2719.2200490989776
0.09636,0.27869,9.89382,1.24015,2815.0,86.0,2634.920297759645
0.09638,0.24123,7.64452,1.07139,,121.0,2470.675587333331
0.09655,0.15261,5.4104,1.1087,6209.0,107.0,2233.285180742699
0.09673,0.13778,4.2146,1.05224,,135.0,2091.6304759467753
0.0969,0.50545,4.45702,1.18232,3120.0,93.0,1665.316882091646
0.09692,0.6333,11.73118,1.14891,4137.0,98.0,2037.743403413518
0.09696,0.22707,9.70472,1.18637,3736.0,93.0,2725.8081063224045
0.09773,0.22324,9.67028,1.18551,3746.0,93.0,2715.8140439934928
0.09777,0.13686,10.01882,1.23547,3022.0,87.0,2924.389606936484
0.09778,0.25514,9.58202,1.0667,,124.0,2701.5900346962267
0.09795,0.38206,9.5354,1.23662,2715.0,87.0,2355.673955111609
0.09814,0.36723,8.3396,1.20693,3067.0,90.0,2253.5993130562692
0.09831,0.49155,5.48048,1.18701,3099.0,92.0,1766.850675800252
0.09833,0.84884,11.85618,1.14422,3787.0,99.0,1473.403013427012
0.09836,0.21317,9.51722,1.13793,5164.0,100.0,2724.7362385638958
0.09914,0.20933,9.48278,1.13707,5188.0,101.0,2714.7529154767367
0.09917,0.35241,10.14382,1.23078,2844.0,87.0,2472.83989273361
0.09919,0.26905,11.51952,1.06201,,126.0,2915.6147459521176
0.09936,0.61152,10.3396,1.08193,7910.0,115.0,2004.45733855713
0.09955,0.59669,11.5354,1.13838,4520.0,100.0,2092.5536255857155
