plasma1.fb,tep_fep.to_SDS_Fraction[1],i_iss.T,blanket.TBR,Doubling_Time,Self_Sufficiency_Time,Startup_Inventory
0.03002,0.80313,9.21094,1.05879,,149.0,2569.2096171894264
0.03002,0.80313,10.55469,1.0752,,130.0,2722.0202699428282
0.03037,0.24862,7.47656,1.11777,,114.0,5194.963726574829
0.03037,0.24862,10.44531,1.21543,5893.0,94.0,6534.010131496207
0.03037,0.59802,5.64844,1.07676,,132.0,2956.0146916338867
0.03037,0.59802,5.64844,1.14316,5836.0,104.0,2914.2233554968934
0.03037,0.59802,9.17969,1.14316,6651.0,104.0,3798.066012889493
0.03037,0.61366,5.64844,1.14316,5762.0,104.0,2850.098475306074
0.03037,0.61366,9.17969,1.07676,,132.0,3741.294306525439
0.03037,0.70579,7.47656,1.21543,3493.0,91.0,2771.0028069286905
0.03037,0.70579,10.44531,1.11777,7789.0,111.0,3362.188622180813
0.03037,0.70579,10.44531,1.21543,3802.0,92.0,3314.493710912554
0.03072,0.27122,5.58594,1.06035,,168.0,4230.407177081401
0.03072,0.27122,7.11719,1.16895,6519.0,100.0,4844.85198465306
0.03072,0.79097,7.82031,1.2459,2777.0,87.0,2334.147796079269
0.03072,0.79097,9.10156,1.1248,6267.0,108.0,2553.9952695715565
0.03072,0.79097,9.10156,1.2459,2857.0,88.0,2498.8965575722946
0.03072,0.82921,5.58594,1.16895,3901.0,98.0,1919.102233331911
0.03072,0.82921,7.11719,1.06035,,144.0,2146.718572065784
0.03072,0.82921,7.11719,1.16895,4020.0,98.0,2080.061107802681
0.03072,0.91438,7.82031,1.1248,5243.0,107.0,1694.389514905059
0.03072,0.91438,9.10156,1.2459,2445.0,87.0,1707.31783196743
0.03107,0.15649,8.11719,1.0541,,620.0,5952.7817286649115
0.03107,0.15649,8.11719,1.09863,,123.0,5906.878131085622
0.03107,0.15649,11.89844,1.09863,,124.0,7847.180828993389
0.03107,0.38247,4.35156,1.10059,,119.0,3266.4454124777367
0.03107,0.38247,4.35156,1.14668,6136.0,104.0,3239.30472060526
0.03107,0.38247,8.38281,1.10059,,119.0,4781.093810077756
0.03107,0.43636,8.11719,1.09863,,120.0,4389.174364815846
0.03107,0.43636,11.89844,1.0541,,181.0,5723.546218790466
0.03107,0.82921,4.35156,1.10059,7085.0,115.0,1817.957667787734
0.03107,0.82921,8.38281,1.14668,4835.0,102.0,2210.880336606761
0.03143,0.26948,4.39844,1.1416,6858.0,106.0,3588.5464668609175
0.03143,0.26948,4.39844,1.21113,4192.0,93.0,3555.2940473677263
0.03143,0.26948,11.61719,1.1416,9978.0,107.0,6759.072457199306
0.03143,0.29208,5.19531,1.11074,9844.0,115.0,3875.3289696393676
0.03143,0.29208,10.78906,1.16777,7614.0,101.0,6224.661249740047
0.03143,0.32337,4.39844,1.1416,6632.0,106.0,3420.3950021001583
0.03143,0.32337,11.61719,1.21113,5825.0,95.0,6322.749467491675
