time,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.0,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.1,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.2,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.3,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.4,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.5,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.6,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.7,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.8,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.9
4276.0,3082.579493722459,3271.067056389979,3460.645805319937,3651.621060390963,3844.423765031085,4039.682503136785,4238.351475312563,4441.952708077643,4653.072247359219,4876.486858138378
4277.0,3083.309361039574,3271.805988390738,3461.393802004378,3652.378121759128,3845.189891082977,4040.457693872335,4239.135730731583,4442.7460281796,4653.874632143047,4877.298307601603
4278.0,3084.039235973447,3272.544927950219,3462.141806189507,3653.135190569943,3845.956024519486,4041.232891934467,4239.919993419152,4443.539355492071,4654.677024079355,4878.109764159272
4279.0,3084.76911852408,3273.283875068422,3462.889817875321,3653.892266823408,3846.72216534061,4042.00809732318,4240.704263375266,4444.332690015054,4655.479423168144,4878.92122781139
4280.0,3085.499008691473,3274.022829745348,3463.637837061821,3654.649350519525,3847.48831354635,4042.783310038473,4241.488540599929,4445.126031748552,4656.281829409411,4879.732698557953
4281.0,3086.228906475625,3274.761791980996,3464.385863749008,3655.406441658292,3848.254469136706,4043.558530080349,4242.27282509314,4445.919380692562,4657.084242803159,4880.544176398963
4282.0,3086.958806305095,3275.500756227592,3465.133892408159,3656.16353472638,3849.020626610804,4044.333751958016,4243.057111372272,4446.712731371077,4657.886657878773,4881.355655868297
4283.0,3087.688710518348,3276.239724777196,3465.881925294101,3656.920631948656,3849.786788169385,4045.108977852804,4243.841401603057,4447.506085937309,4658.68907677937,4882.167139100777
4284.0,3088.418622059956,3276.97870059713,3466.629965392348,3657.677736325217,3850.552956824232,4045.884210785841,4244.625698814075,4448.299447425758,4659.491502544171,4882.978629139442
4285.0,3089.148540929919,3277.717683687392,3467.378012702902,3658.434847856063,3851.319132575345,4046.659450757126,4245.410003005325,4449.092815836421,4660.293935173172,4883.790125984295
4286.0,3089.878467128237,3278.456674047985,3468.126067225762,3659.191966541194,3852.085315422724,4047.43469776666,4246.194314176807,4449.886191169302,4661.096374666374,4884.601629635335
4287.0,3090.60840065491,3279.195671678906,3468.874128960928,3659.949092380611,3852.85150536637,4048.209951814441,4246.978632328521,4450.679573424399,4661.898821023779,4885.413140092561
4288.0,3091.338341509939,3279.934676580157,3469.622197908401,3660.706225374313,3853.617702406281,4048.985212900472,4247.762957460466,4451.472962601712,4662.701274245384,4886.224657355976
